MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE
b'OMHR J125644.87+314444.7',12 56 44.95,+31 44 44.6,6.0,6.0,,,0.0,D,,b''
b'OMHR J130605.83+315941.2',13 06 05.91,+31 59 41.2,6.0,6.0,,,0.0,D,,b''
b'OMHR J125402.59+315427.6',12 54 02.66,+31 54 27.6,6.0,6.0,,,0.0,D,,b''
b'OMHR J130148.73+321011.8',13 01 48.78,+32 10 11.1,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'OMHR J130129.60+315229.7',13 01 29.67,+31 52 29.6,6.0,6.0,,,0.0,D,,b''
b'OMHR J130530.15+321156.0',13 05 30.22,+32 11 56.0,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1200-07004763',13 03 47.645,+33 55 37.24,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR J130715.42+315412.1',13 07 15.49,+31 54 12.1,6.0,6.0,,,0.0,D,,b''
b'GALEX 2688026679786341675',13 11 44.117,+33 07 48.50,7.0,7.0,48.0,42.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J130457.47+314856.4',13 04 57.55,+31 48 56.4,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1200-07019603',13 07 54.984,+32 17 40.06,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR J130651.68+321430.4',13 06 51.76,+32 14 30.3,6.0,6.0,,,0.0,D,,b''
b'OMHR J130655.81+314838.0',13 06 55.88,+31 48 38.0,6.0,6.0,,,0.0,D,,b''
b'2MASS J12550992+3150084',12 55 09.930,+31 50 08.41,7.0,7.0,80.0,70.0,0.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130720.06+313057.7',13 07 20.13,+31 30 57.7,6.0,6.0,,,0.0,D,,b''
b'OMHR J125258.89+320504.6',12 52 58.768,+32 05 06.58,7.0,7.0,54.0,53.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J131131.55+320917.5',13 11 31.63,+32 09 17.5,6.0,6.0,,,0.0,D,,b''
b'OMHR J130811.83+320931.6',13 08 11.90,+32 09 31.6,6.0,6.0,,,0.0,D,,b''
b'2MASS J13095076+3154400',13 09 50.77,+31 54 40.0,6.0,6.0,200.0,200.0,90.0,B,I,b'2003yCat.2246....0C'
b'OMHR J125306.07+320655.6',12 53 06.14,+32 06 55.5,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1200-06997640',13 01 45.638,+33 28 05.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR J125314.79+313335.8',12 53 14.86,+31 33 35.8,6.0,6.0,,,0.0,D,,b''
b'OMHR J125458.80+313548.5',12 54 58.87,+31 35 48.5,6.0,6.0,,,0.0,D,,b''
b'OMHR J125211.52+315035.3',12 52 11.60,+31 50 35.3,6.0,6.0,,,0.0,D,,b''
b'OMHR J125846.39+313152.4',12 58 46.42,+31 31 52.1,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'2MASS J13073643+3156508',13 07 36.44,+31 56 50.9,6.0,6.0,320.0,300.0,168.0,B,I,b'2003yCat.2246....0C'
b'OMHR 109469',13 02 57.301,+31 55 48.83,7.0,7.0,53.0,47.0,90.0,C,O,b'2009yCat.2294....0A'
b'GALEX 2688026696966212311',13 07 53.684,+32 37 36.65,7.0,7.0,57.0,52.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1200-07009465',13 05 07.718,+33 48 36.94,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR 131267',12 59 59.610,+32 02 05.93,7.0,7.0,53.0,51.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J125915.71+314014.2',12 59 15.78,+31 40 14.1,6.0,6.0,,,0.0,D,,b''
b'OMHR J125901.17+313229.4',12 59 01.24,+31 32 29.4,6.0,6.0,,,0.0,D,,b''
b'OMHR 135475',12 58 58.028,+32 06 29.98,7.0,7.0,53.0,50.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J125331.21+314520.6',12 53 31.065,+31 45 22.15,7.0,7.0,55.0,54.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J125357.66+314459.6',12 53 57.74,+31 44 59.6,6.0,6.0,,,0.0,D,,b''
b'OMHR J130929.16+320303.7',13 09 29.23,+32 03 03.6,6.0,6.0,,,0.0,D,,b''
b'OMHR J130144.05+314426.1',13 01 44.06,+31 44 25.5,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'OMHR J130802.11+320318.6',13 08 02.11,+32 03 18.6,6.0,6.0,1250.0,1250.0,90.0,D,,b'1995A&AS..111..169M'
b'7C 130838.79+324935.00',13 10 59.4027,+32 33 34.449,9.0,9.0,0.3700000047683716,0.23999999463558197,0.0,B,R,b'2011AJ....142...89P'
b'OMHR 131433',12 59 52.724,+31 45 06.42,7.0,7.0,62.0,53.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J130556.95+320943.1',13 05 57.03,+32 09 43.1,6.0,6.0,,,0.0,D,,b''
b'OMHR J125338.20+315825.7',12 53 38.27,+31 58 25.7,6.0,6.0,,,0.0,D,,b''
b'OMHR J125503.03+313040.5',12 55 03.11,+31 30 39.9,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'OMHR J130109.30+315032.9',13 01 09.37,+31 50 32.9,6.0,6.0,,,0.0,D,,b''
b'OMHR J130040.10+315742.4',13 00 40.17,+31 57 42.4,6.0,6.0,,,0.0,D,,b''
b'OMHR J130439.93+315321.6',13 04 39.93,+31 53 21.2,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'OMHR 144346',12 57 57.619,+31 51 01.13,7.0,7.0,61.0,52.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1200-07001225',13 02 47.371,+32 08 48.91,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2688026692671246995',13 01 43.370,+33 13 59.05,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR 126324',13 00 16.044,+32 03 16.90,7.0,7.0,53.0,51.0,90.0,C,O,b'2009yCat.2294....0A'
b'PB  3156',12 57 34.631,+31 48 44.66,7.0,7.0,320.0,310.0,43.0,B,N,b'2003yCat.2246....0C'
b'OMHR 109560',13 03 07.234,+31 49 32.99,7.0,7.0,62.0,53.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J125412.23+315137.5',12 54 12.30,+31 51 37.4,6.0,6.0,,,0.0,D,,b''
b'OMHR J125328.11+314119.0',12 53 28.19,+31 41 19.0,6.0,6.0,,,0.0,D,,b''
b'2MASS J13024123+3209419',13 02 41.237,+32 09 41.95,7.0,7.0,410.0,360.0,0.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130809.97+320614.7',13 08 10.04,+32 06 14.7,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1200-07004828',13 03 48.442,+31 58 32.12,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR J130217.29+320624.4',13 02 17.36,+32 06 24.4,6.0,6.0,,,0.0,D,,b''
b'2MASX J13033067+3204554',13 03 30.670,+32 04 55.49,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S'
b'OMHR  89720',13 06 35.938,+32 11 34.85,7.0,7.0,61.0,50.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1200-06996264',13 01 24.067,+33 15 18.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR J130044.91+320756.4',13 00 44.98,+32 07 56.4,6.0,6.0,,,0.0,D,,b''
b'[VV2000] J130621.8+313359',13 06 21.8268,+31 33 59.682,8.0,8.0,85.5999984741211,59.29999923706055,0.0,B,,b'2009A&A...505..385A'
b'OMHR J125447.12+315438.3',12 54 47.19,+31 54 38.3,6.0,6.0,,,0.0,D,,b''
b'5C 12.121',12 59 48.7830,+34 23 22.574,8.0,8.0,89.5999984741211,41.20000076293945,0.0,B,,b'2009A&A...505..385A'
b'OMHR  74912',13 09 25.947,+31 52 06.12,7.0,7.0,54.0,49.0,97.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1200-07003081',13 03 18.422,+33 14 38.80,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR J125208.58+313822.0',12 52 08.65,+31 38 22.0,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1200-07000036',13 02 26.378,+32 56 25.19,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1200-07005301',13 03 56.616,+32 05 23.93,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J130312.89+321911.4',13 03 12.891,+32 19 11.41,7.0,7.0,,,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1200-07021187',13 08 23.462,+33 41 51.07,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR J125358.05+313128.3',12 53 58.12,+31 31 28.3,6.0,6.0,,,0.0,D,,b''
b'OMHR J130650.07+320935.3',13 06 50.07,+32 09 34.4,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'USNO-A2.0 1200-06987560',12 58 50.750,+33 25 01.45,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2687850766515834669',12 48 59.195,+31 28 39.15,7.0,7.0,64.0,55.0,90.0,C,O,b'2009yCat.2294....0A'
b'OMHR J125306.82+314225.4',12 53 06.89,+31 42 25.3,6.0,6.0,,,0.0,D,,b''
b'[VV96] J131016.7+334421',13 10 16.757,+33 44 19.78,7.0,7.0,50.0,42.0,0.0,C,O,b'2009yCat.2294....0A'
b'KUV 12519+3149',12 54 16.99,+31 33 06.5,6.0,6.0,100.0,100.0,90.0,B,I,b'2003yCat.2246....0C'
b'GALEX 2688026679786344420',13 09 41.605,+33 40 38.34,7.0,7.0,53.0,50.0,90.0,C,O,b'2009yCat.2294....0A'
b'2MASS J13112484+3130311',13 11 24.85,+31 30 31.1,6.0,6.0,110.0,70.0,90.0,B,I,b'2003yCat.2246....0C'
b'FIRST J130100.8+320727',13 01 00.887,+32 07 27.48,7.0,7.0,59.0,55.0,89.0,C,O,b'2008ApJS..175..297A'
b'OMHR J130744.17+320841.9',13 07 44.24,+32 08 41.9,6.0,6.0,,,0.0,D,,b''
b'SDSS J130211.10+340422.3',13 02 11.101,+34 04 22.25,7.0,7.0,53.0,47.0,0.0,C,O,b'2012ApJS..203...21A'
b'2MASS J13034418+3139522',13 03 44.19,+31 39 52.3,6.0,6.0,360.0,340.0,97.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130843.04+314437.0',13 08 43.11,+31 44 37.0,6.0,6.0,,,0.0,D,,b''
b'OMHR J125257.44+320910.2',12 52 57.51,+32 09 10.2,6.0,6.0,,,0.0,D,,b''
b'USNO-A2.0 1200-07008775',13 04 55.152,+34 00 50.65,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'OMHR 113655',13 02 31.165,+31 43 00.15,7.0,7.0,62.0,52.0,90.0,C,O,b'2009yCat.2294....0A'
b'LP  321-181',12 52 16.92,+31 59 17.0,6.0,6.0,90.0,70.0,90.0,B,I,b'2003yCat.2246....0C'
b'OMHR J131113.17+320242.7',13 11 13.24,+32 02 42.7,6.0,6.0,,,0.0,D,,b''
b'OMHR J130655.91+314515.8',13 06 55.98,+31 45 15.8,6.0,6.0,,,0.0,D,,b''
b'[VV2010] J130906.7+315800',13 09 06.692,+31 58 00.18,7.0,7.0,12.0,12.0,90.0,C,O,b'2011yCat.2306....0A'
b'GALEX 2688026696966211896',13 08 04.930,+32 32 36.28,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1200-07019339',13 07 50.426,+33 02 03.88,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1200-07007958',13 04 40.397,+33 44 01.61,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'LEDA 3096195',12 52 27.881,+31 42 47.07,7.0,7.0,53.0,53.0,90.0,C,O,b'2009ApJS..182..543A'
b'2MASS J13031341+3155329',13 03 13.418,+31 55 32.92,7.0,7.0,220.0,190.0,0.0,B,I,b'2003yCat.2246....0C'
b'OMHR J130812.64+320351.7',13 08 12.71,+32 03 51.7,6.0,6.0,,,0.0,D,,b''
b'OMHR J125506.86+313003.3',12 55 06.93,+31 30 03.1,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'OMHR J130458.73+314327.4',13 04 58.80,+31 43 27.4,6.0,6.0,,,0.0,D,,b''
b'OMHR J125233.83+314019.3',12 52 33.99,+31 40 18.6,6.0,6.0,1250.0,1250.0,90.0,D,,b'1991A&AS...87..389B'
b'[VV2000] J130433.5+320635',13 04 33.4403,+32 06 35.832,8.0,8.0,85.5999984741211,59.29999923706055,0.0,B,,b'2009A&A...505..385A'
b'USNO-A2.0 1275-08147796',12 50 24.130,+40 09 35.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08176034',13 00 17.933,+40 18 07.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08190226',13 05 13.738,+39 53 30.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08210733',13 12 11.561,+39 58 44.33,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08210251',13 12 01.985,+40 13 08.87,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08207205',13 11 03.084,+40 01 56.14,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'6C 124838+390127',12 51 02.6666,+38 45 07.348,9.0,9.0,0.5099999904632568,0.41999998688697815,0.0,B,R,b'2011AJ....142...89P'
b'SDSS J130706.48+400353.2',13 07 06.483,+40 03 53.21,7.0,7.0,38.0,33.0,0.0,C,O,b'2012ApJS..203...21A'
b'6C 130102+391910',13 03 21.4,+39 03 07,5.0,5.0,1000.0,1000.0,90.0,C,R,b'1997ApJ...475..479W'
b'FIRST J130840.1+402127',13 08 40.176,+40 21 27.29,7.0,7.0,96.0,77.0,0.0,C,O,b'2009yCat.2294....0A'
b'[VV2000] J130613.3+391526',13 06 13.2915,+39 15 26.689,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'2MASX J12515158+3805406',12 51 51.588,+38 05 40.62,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S'
b'USNO-A2.0 1275-08139378',12 47 01.121,+40 00 01.08,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08194749',13 06 46.838,+40 16 25.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08192563',13 06 00.528,+40 01 12.43,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08206662',13 10 51.626,+40 09 11.05,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08180624',13 01 53.201,+40 12 06.80,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08180711',13 01 55.042,+39 41 09.35,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08192572',13 06 00.660,+39 42 59.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'QSO B1309+378',13 11 31.9924,+37 34 08.133,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'2MASSI J1256020+385230',12 56 02.0615,+38 52 30.623,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A'
b'SDSS J125154.02+374102.3',12 51 54.023,+37 41 02.31,7.0,7.0,33.0,33.0,0.0,C,O,b'2012ApJS..203...21A'
b'SDSS J130723.52+391852.8',13 07 23.524,+39 18 52.79,7.0,7.0,22.0,22.0,0.0,C,O,b'2012ApJS..203...21A'
b'FIRST J130551.6+394132',13 05 51.624,+39 41 32.88,7.0,7.0,61.0,51.0,0.0,C,O,b'2009yCat.2294....0A'
b'6C 125825+393450',13 00 43.30,+39 18 57.9,6.0,6.0,600.0,600.0,90.0,D,,b'1998AJ....115.1693C'
b'2MASS J12572256+3937258',12 57 22.56,+39 37 25.9,6.0,6.0,90.0,80.0,90.0,B,I,b'2003yCat.2246....0C'
b'6C 124541+393842',12 48 03.61,+39 22 08.6,6.0,6.0,140.0,120.0,1.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1275-08158626',12 54 05.966,+40 13 31.30,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08148491',12 50 39.581,+40 22 12.00,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08207074',13 11 00.516,+39 31 27.91,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08213096',13 12 59.028,+40 10 25.61,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2686865621277216104',13 02 57.187,+40 23 57.76,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P'
b'USNO-A2.0 1275-08149506',12 51 00.624,+43 31 15.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08162337',12 55 29.731,+43 58 32.12,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J125106.11+440303.0',12 51 06.119,+44 03 03.10,7.0,7.0,,,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1350-08227035',13 09 08.294,+46 24 34.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08167508',12 47 58.025,+45 08 21.26,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08215676',13 05 16.596,+45 32 37.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08172730',12 59 09.103,+44 56 56.26,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08227777',13 09 22.970,+46 15 50.29,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08210060',13 03 21.571,+45 22 00.91,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08204070',13 01 16.457,+46 24 07.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'NVSS J124702+455255',12 47 02.001,+45 52 54.83,7.0,7.0,204.0,77.0,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1350-08229344',13 09 54.062,+46 13 06.89,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08208525',13 02 49.457,+45 03 33.41,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08215165',13 13 41.369,+44 49 34.14,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08175823',13 00 13.562,+43 49 05.38,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08192797',13 06 05.611,+44 43 37.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2686267486951706685',13 12 23.040,+45 40 23.37,7.0,7.0,3000.0,113.0,90.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1350-08178237',12 51 54.984,+46 18 00.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08171674',12 58 47.642,+44 28 02.64,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08173183',12 59 18.682,+44 20 12.84,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08171493',12 49 30.118,+46 18 56.34,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08145841',12 49 38.945,+44 28 50.09,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08211830',13 12 33.362,+43 59 14.50,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08184124',12 53 59.210,+45 39 56.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08149368',12 50 57.934,+44 40 03.40,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08175191',12 59 59.815,+43 52 51.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08190930',13 05 28.397,+44 31 05.99,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08187502',12 55 14.244,+45 21 11.41,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08190585',13 05 21.098,+43 31 00.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08174627',12 50 39.072,+45 43 49.30,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08172600',12 59 06.487,+44 50 12.77,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08194215',12 57 41.902,+45 54 51.77,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08147189',12 50 10.325,+44 50 03.30,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08229759',13 10 02.460,+45 52 11.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08222243',13 07 27.206,+45 36 35.10,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08184266',13 03 10.949,+44 18 12.31,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08195215',13 06 57.646,+44 57 47.84,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08228048',13 09 28.666,+45 35 03.91,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08149080',12 50 51.994,+44 29 10.93,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08194839',13 06 48.655,+44 52 07.79,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08173877',12 50 23.520,+45 44 30.73,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08204063',13 10 00.509,+44 15 25.85,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'GALEX 2686267474066803552',13 02 15.403,+45 27 00.11,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08202478',13 00 42.233,+46 02 03.84,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08182070',13 02 23.095,+44 29 22.85,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08161074',12 55 00.593,+44 30 18.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08219487',13 06 30.586,+46 22 03.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'2MASS J12583120+4455224',12 58 31.21,+44 55 22.4,6.0,6.0,280.0,240.0,11.0,B,I,b'2003yCat.2246....0C'
b'USNO-A2.0 1275-08201780',13 09 13.853,+44 03 20.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08203778',13 01 10.214,+45 56 31.49,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08140202',12 47 21.811,+44 42 54.76,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08193074',12 57 17.021,+45 18 36.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08210734',13 03 35.242,+46 01 21.40,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08215216',13 13 42.463,+44 37 33.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08180437',12 52 41.683,+46 18 12.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08188781',13 04 43.889,+43 35 53.59,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08169968',12 58 12.540,+44 31 37.67,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1275-08180606',13 01 53.074,+44 05 35.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08192237',12 56 59.498,+45 37 01.20,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08198072',12 59 06.545,+51 44 14.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08198676',12 59 20.450,+50 42 10.94,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08209837',13 03 16.570,+50 32 17.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08164955',12 46 59.402,+51 00 54.76,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08198799',12 59 23.136,+49 39 36.43,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08204495',13 01 25.272,+51 46 59.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'SDSS J130128.32+510451.2',13 01 28.322,+51 04 51.20,7.0,7.0,,,0.0,C,O,b'2009yCat.2294....0A'
b'USNO-A2.0 1350-08176743',12 51 23.602,+51 01 09.84,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08196388',12 58 30.043,+52 08 53.70,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08189915',12 56 07.879,+52 23 50.57,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08187936',12 55 23.594,+52 15 59.90,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08180951',12 52 52.613,+51 33 52.45,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08197320',12 58 50.143,+52 15 48.71,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08180011',12 52 32.585,+49 52 51.49,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08229258',13 09 52.301,+49 44 53.45,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08189725',12 56 03.528,+51 27 41.00,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08184974',12 54 17.078,+52 06 03.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
b'USNO-A2.0 1350-08203808',13 01 10.718,+51 18 22.14,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A'
