MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,Filename,QuasarProbability
b'SDSS J082442.21+220834.6',08 24 42.225,+22 08 34.71,7.0,7.0,87.0,81.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_37.jpg,0.017774052917957306
b'SDSS J081541.16+194426.2',08 15 41.160,+19 44 26.21,7.0,7.0,44.0,43.0,0.0,C,O,b'2012ApJS..203...21A',./Images/QuasarCandidate_38.jpg,0.02875707857310772
b'2MASS J08152527+2101408',08 15 25.272,+21 01 40.81,7.0,7.0,180.0,150.0,95.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_39.jpg,4.732549132313579e-05
b'SDSS J081327.49+194113.1',08 13 27.498,+19 41 13.17,7.0,7.0,102.0,99.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_40.jpg,0.0006248801946640015
b'USNO-A2.0 1050-05743411',08 28 41.700,+22 22 49.44,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_41.jpg,1.6075505371304644e-09
b'2MASX J08294433+2225282',08 29 44.334,+22 25 28.28,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S',./Images/QuasarCandidate_42.jpg,3.644045267391086e-38
b'SDSS J082348.46+202255.8',08 23 48.460,+20 22 55.84,7.0,7.0,28.0,26.0,0.0,C,O,b'2012ApJS..203...21A',./Images/QuasarCandidate_43.jpg,0.24499279260635376
b'SDSS J082726.75+214557.0',08 27 26.758,+21 45 57.09,7.0,7.0,10.0,10.0,90.0,C,O,b'2012ApJS..203...21A',./Images/QuasarCandidate_44.jpg,0.955884575843811
b'87GB 081811.1+212614',08 21 07.510,+21 17 02.86,7.0,7.0,96.0,95.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_45.jpg,0.0002947176108136773
b'USNO-A2.0 1125-05546630',08 13 27.079,+28 18 52.06,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_46.jpg,5.230106125964085e-09
b'USNO-A2.0 1125-05560941',08 15 40.745,+27 00 26.50,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_47.jpg,4.4540602317511e-08
b'USNO-A2.0 1125-05517626',08 09 12.557,+27 26 37.97,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_48.jpg,7.002050798036877e-19
b'USNO-A2.0 1125-05515532',08 08 54.691,+27 32 10.28,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_49.jpg,2.6280844167558826e-07
b'USNO-A2.0 1125-05547619',08 13 36.523,+27 24 39.60,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_50.jpg,5.7019797772284164e-09
b'USNO-A2.0 1125-05572253',08 17 29.210,+26 54 48.67,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_51.jpg,0.9377213716506958
b'USNO-A2.0 1125-05520249',08 09 33.432,+27 00 47.30,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_52.jpg,0.0019250407349318266
b'USNO-A2.0 1125-05570922',08 17 16.450,+28 28 26.00,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_53.jpg,5.683025274238001e-23
b'USNO-A2.0 1125-05557693',08 15 10.805,+26 40 24.38,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_54.jpg,2.4085714755983645e-08
b'2MASS J08182735+2814027',08 18 27.352,+28 14 02.80,7.0,7.0,110.0,110.0,135.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_55.jpg,0.6732685565948486
b'USNO-A2.0 1125-05554699',08 14 41.366,+28 20 27.17,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_56.jpg,0.0001548147265566513
b'[VV96] J081520.6+273618',08 15 20.6592,+27 36 16.959,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_57.jpg,0.874492883682251
b'2MASS J08145077+2538406',08 14 50.77,+25 38 40.6,6.0,6.0,70.0,60.0,90.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_58.jpg,0.025655176490545273
b'USNO-A2.0 1125-05613138',08 24 10.032,+27 58 59.95,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_59.jpg,1.9606045498221647e-06
b'USNO-A2.0 1125-05576437',08 18 09.682,+26 57 02.34,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_60.jpg,0.00017513433704152703
b'USNO-A2.0 1125-05586455',08 19 45.156,+28 07 20.86,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_61.jpg,3.7850353692192584e-05
b'USNO-A2.0 1125-05569037',08 16 58.255,+28 29 20.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_62.jpg,0.7557206749916077
b'USNO-A2.0 1125-05550417',08 14 01.783,+28 08 42.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_63.jpg,1.5575609779716615e-07
b'USNO-A2.0 1125-05565953',08 16 29.330,+27 45 55.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_64.jpg,0.00027862112619914114
b'GALEX 2737144058927386710',08 13 45.105,+28 21 04.12,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P',./Images/QuasarCandidate_65.jpg,0.9743070006370544
b'2MASS J08100845+2638556',08 10 08.46,+26 38 55.7,6.0,6.0,200.0,180.0,9.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_66.jpg,3.853503585560247e-05
b'USNO-A2.0 1125-05543830',08 13 00.238,+27 19 19.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_67.jpg,0.9009041786193848
b'USNO-A2.0 1125-05535198',08 11 40.133,+27 48 14.69,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_68.jpg,5.255047241803368e-08
b'USNO-A2.0 1125-05624243',08 26 08.662,+28 13 27.12,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_69.jpg,0.1730433851480484
b'2XMM J081121.6+280105',08 11 21.725,+28 01 05.39,7.0,7.0,,,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_70.jpg,0.9784348011016846
b'GALEX 2737144050337448349',08 11 43.616,+26 34 00.36,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P',./Images/QuasarCandidate_71.jpg,0.9594284296035767
b'NGC  2540',08 12 46.425,+26 21 39.13,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S',./Images/QuasarCandidate_72.jpg,4.926551969087193e-29
b'QSO J0809+2753',08 09 01.3507,+27 53 42.238,8.0,8.0,80.69999694824219,73.9000015258789,76.0,B,,b'2009A&A...505..385A',./Images/QuasarCandidate_73.jpg,0.9091867804527283
b'USNO-A2.0 1125-05556868',08 15 02.995,+27 48 33.08,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_74.jpg,1.436568345525302e-05
b'Mrk  624',08 24 19.508,+25 40 28.12,7.0,7.0,,,0.0,B,I,b'2006AJ....131.1163S',./Images/QuasarCandidate_75.jpg,4.562159403224944e-29
b'USNO-A2.0 1125-05647392',08 30 28.186,+27 25 49.55,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_76.jpg,1.3963323552967921e-11
b'2MASS J08192389+2618156',08 19 23.89,+26 18 15.6,6.0,6.0,120.0,110.0,26.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_77.jpg,0.2052423357963562
b'2MASS J08241174+3245358',08 24 11.74,+32 45 35.9,6.0,6.0,270.0,260.0,24.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_78.jpg,0.9992004036903381
b'USNO-A2.0 1200-05998316',08 17 22.006,+32 01 59.56,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_79.jpg,4.913780493609465e-10
b'GALEX 2737214423376595705',08 22 34.394,+31 34 48.64,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P',./Images/QuasarCandidate_80.jpg,0.6036175489425659
b'SDSS J083010.04+313230.1',08 30 10.041,+31 32 30.07,7.0,7.0,40.0,38.0,0.0,C,O,b'2012ApJS..203...21A',./Images/QuasarCandidate_81.jpg,0.019014762714505196
b'USNO-A2.0 1200-06026306',08 22 41.254,+32 22 38.21,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_82.jpg,0.05822794884443283
b'GALEX 2737214414786658928',08 22 39.319,+32 02 47.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_83.jpg,0.040763936936855316
b'USNO-A2.0 1200-06014152',08 20 16.714,+32 02 06.47,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_84.jpg,2.2475736803871963e-25
b'USNO-A2.0 1200-06047691',08 27 02.244,+33 41 43.58,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_85.jpg,0.0002361317747272551
b'USNO-A2.0 1200-06017820',08 20 58.565,+32 14 40.16,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_86.jpg,5.424812115961686e-05
b'USNO-A2.0 1200-06043775',08 26 15.365,+33 06 19.66,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_87.jpg,8.396358680329286e-06
b'USNO-A2.0 1200-06027540',08 22 56.369,+32 59 47.65,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_88.jpg,0.06663034856319427
b'USNO-A2.0 1200-06023575',08 22 09.319,+31 56 23.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_89.jpg,0.8517516255378723
b'SDSS J082550.58+332543.1',08 25 50.576,+33 25 43.08,7.0,7.0,28.0,28.0,0.0,C,O,b'2012ApJS..203...21A',./Images/QuasarCandidate_90.jpg,0.03472777083516121
b'USNO-A2.0 1200-06037129',08 24 55.265,+33 04 12.76,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_91.jpg,0.9885950684547424
b'QSO J0812+32',08 12 40.6837,+32 08 08.577,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_92.jpg,0.9687397480010986
b'2MASS J08130746+3300037',08 13 07.469,+33 00 03.79,7.0,7.0,230.0,200.0,10.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_93.jpg,0.0031074879225343466
b'USNO-A2.0 1200-06040969',08 25 41.640,+33 47 59.78,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_94.jpg,8.576173625429728e-13
b'USNO-A2.0 1200-06019012',08 21 13.342,+32 32 30.34,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_95.jpg,0.3356601297855377
b'USNO-A2.0 1200-06041271',08 25 45.456,+31 41 43.91,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_96.jpg,1.0179264791077003e-05
b'7C 081059.60+324640.00',08 14 09.2186,+32 37 31.970,9.0,9.0,0.4600000083446503,0.4300000071525574,0.0,B,R,b'2011AJ....142...89P',./Images/QuasarCandidate_97.jpg,0.9412053823471069
b'USNO-A2.0 1200-06026202',08 22 40.234,+31 33 56.45,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_98.jpg,0.016025012359023094
b'2MASS J08240622+3342448',08 24 06.2330,+33 42 44.829,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_99.jpg,0.8533909916877747
b'USNO-A2.0 1200-06053450',08 28 11.578,+32 46 43.75,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_100.jpg,5.032817398387124e-07
b'SDSS J082949.33+325935.7',08 29 49.335,+32 59 35.73,7.0,7.0,74.0,73.0,0.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_101.jpg,0.0012891748920083046
b'USNO-A2.0 1200-06016704',08 20 45.607,+32 40 08.15,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_102.jpg,0.0002453669148962945
b'USNO-A2.0 1200-06019830',08 21 22.502,+31 51 55.76,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_103.jpg,2.5982576838348053e-16
b'2MASS J08261840+3343170',08 26 18.40,+33 43 17.1,6.0,6.0,70.0,60.0,0.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_104.jpg,0.9543973803520203
b'2MASS J08180753+3134416',08 18 07.53,+31 34 41.6,6.0,6.0,170.0,170.0,90.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_105.jpg,0.614205539226532
b'USNO-A2.0 1200-06017827',08 20 58.776,+32 54 22.68,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_106.jpg,5.79723113386236e-17
b'USNO-A2.0 1200-06023579',08 22 09.439,+32 58 58.73,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_107.jpg,4.480131429177774e-16
b'SDSS J082808.71+333655.3',08 28 08.713,+33 36 55.24,7.0,7.0,33.0,33.0,0.0,C,O,b'2012ApJS..203...21A',./Images/QuasarCandidate_108.jpg,0.013063933700323105
b'SDSS J081803.02+330737.7',08 18 03.019,+33 07 37.65,7.0,7.0,17.0,17.0,0.0,C,O,b'2012ApJS..203...21A',./Images/QuasarCandidate_109.jpg,0.3634054660797119
b'USNO-A2.0 1200-06058177',08 29 08.681,+31 48 07.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_110.jpg,6.747544528911052e-17
b'GALEX 2737214423376596149',08 24 06.285,+31 40 35.28,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P',./Images/QuasarCandidate_111.jpg,0.9623154997825623
b'2MASS J08294692+3139025',08 29 46.93,+31 39 02.6,6.0,6.0,90.0,90.0,90.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_112.jpg,1.575057098079924e-07
b'USNO-A2.0 1275-07199087',08 11 38.712,+37 38 27.60,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_113.jpg,4.280011900448244e-09
b'[VV2000] J081130.7+390409',08 11 30.7937,+39 04 11.145,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_114.jpg,0.969968318939209
b'USNO-A2.0 1275-07274918',08 26 47.189,+38 07 32.59,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_115.jpg,0.9759156703948975
b'USNO-A2.0 1275-07176890',08 07 23.813,+39 11 42.97,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_116.jpg,2.326515750070233e-15
b'USNO-A2.0 1275-07237357',08 19 13.193,+38 02 27.10,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_117.jpg,2.852823399734916e-06
b'7C 082701.60+393349.00',08 30 19.362,+39 23 46.22,7.0,7.0,100.0,100.0,174.0,B,N,b'2003yCat.2246....0C',./Images/QuasarCandidate_118.jpg,4.669848203775473e-05
b'USNO-A2.0 1275-07178673',08 07 43.658,+39 07 39.61,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_119.jpg,4.1817727058912624e-10
b'USNO-A2.0 1275-07224272',08 16 34.322,+37 35 00.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_120.jpg,1.8938645496291429e-07
b'USNO-A2.0 1275-07234116',08 18 33.170,+37 47 32.68,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_121.jpg,1.60290946951136e-05
b'[VV2000] J080849.2+400918',08 08 49.2383,+40 09 18.735,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_122.jpg,0.8654931783676147
b'2MASS J08100874+3917288',08 10 08.74,+39 17 28.9,6.0,6.0,60.0,60.0,90.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_123.jpg,0.02121676318347454
b'4C 39.23A',08 24 55.4838,+39 16 41.904,9.0,9.0,0.10000000149011612,0.059999998658895486,0.0,A,R,b'2010AJ....139.1695L',./Images/QuasarCandidate_124.jpg,0.83990478515625
b'USNO-A2.0 1275-07266569',08 25 07.618,+37 47 36.38,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_125.jpg,1.8131383967556758e-06
b'USNO-A2.0 1275-07281712',08 28 13.253,+38 23 00.28,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_126.jpg,5.7676995623978655e-08
b'2MASX J08184927+3834162',08 18 49.2688,+38 34 16.078,8.0,8.0,88.0,70.0,0.0,B,,b'2009A&A...505..385A',./Images/QuasarCandidate_127.jpg,0.38688749074935913
b'USNO-A2.0 1275-07184427',08 08 51.278,+39 34 15.42,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_128.jpg,2.2569226487689775e-09
b'USNO-A2.0 1275-07188041',08 09 32.923,+40 05 05.17,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_129.jpg,0.5537201166152954
b'USNO-A2.0 1275-07197909',08 11 24.996,+39 37 28.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_130.jpg,0.015970254316926003
b'7C 082447.70+394530.00',08 28 06.8427,+39 35 40.260,8.0,8.0,90.5999984741211,62.29999923706055,0.0,B,,b'2009A&A...505..385A',./Images/QuasarCandidate_131.jpg,0.6455702185630798
b'2MASS J08191142+4028444',08 19 11.42,+40 28 44.4,6.0,6.0,150.0,150.0,90.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_132.jpg,0.04098512977361679
b'[VV2000] J081148.4+375645',08 11 48.3212,+37 56 45.227,8.0,8.0,,,0.0,B,O,b'2009A&A...505..385A',./Images/QuasarCandidate_133.jpg,0.7824413776397705
b'GALEX 2684015644188348867',08 24 37.775,+38 19 07.02,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P',./Images/QuasarCandidate_134.jpg,0.9583106637001038
b'USNO-A2.0 1275-07216698',08 15 06.310,+37 48 04.68,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_135.jpg,0.00020515688811428845
b'USNO-A2.0 1275-07259401',08 23 44.090,+37 35 42.54,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_136.jpg,0.9707630276679993
b'USNO-A2.0 1275-07238722',08 19 29.671,+38 05 49.31,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_137.jpg,3.050920031781384e-17
b'FIRST J082556.2+402000',08 25 56.208,+40 20 00.06,7.0,7.0,58.0,58.0,90.0,C,O,b'2009yCat.2294....0A',./Images/QuasarCandidate_138.jpg,0.19322586059570312
b'7C 081247.00+403833.00',08 16 08.3,+40 29 18,5.0,5.0,1000.0,1000.0,90.0,C,R,b'1997ApJ...475..479W',./Images/QuasarCandidate_139.jpg,1.7990855333271938e-11
b'USNO-A2.0 1275-07186474',08 09 14.750,+39 42 52.74,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_140.jpg,1.9083014990428637e-07
b'USNO-A2.0 1275-07205519',08 12 53.842,+37 51 02.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_141.jpg,0.9787611961364746
b'USNO-A2.0 1275-07270124',08 25 48.334,+37 55 01.06,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_142.jpg,1.5195098967524245e-05
b'USNO-A2.0 1275-07249499',08 21 45.917,+38 00 53.03,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_143.jpg,0.9655097126960754
b'USNO-A2.0 1275-07288453',08 29 43.294,+37 46 11.75,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_144.jpg,0.05441457778215408
b'USNO-A2.0 1350-07318449',08 10 42.667,+45 14 46.00,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_145.jpg,0.9502190351486206
b'SDSS J080905.57+462013.8',08 09 05.581,+46 20 13.68,7.0,7.0,97.0,96.0,0.0,C,O,b'2012ApJS..203...21A',./Images/QuasarCandidate_146.jpg,0.001714343554340303
b'2MASS J08073738+4436431',08 07 37.383,+44 36 43.13,7.0,7.0,270.0,220.0,2.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_147.jpg,0.01415196806192398
b'USNO-A2.0 1275-07185380',08 09 01.913,+44 59 20.87,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_148.jpg,0.10327012091875076
b'USNO-A2.0 1350-07311995',08 09 13.015,+45 52 14.66,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_149.jpg,0.0003084677446167916
b'2MASS J08271662+4533427',08 27 16.62,+45 33 42.7,6.0,6.0,230.0,200.0,7.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_150.jpg,6.731777375534875e-06
b'2MASS J08084448+4403578',08 08 44.48,+44 03 57.9,6.0,6.0,280.0,260.0,74.0,B,I,b'2003yCat.2246....0C',./Images/QuasarCandidate_151.jpg,0.005827631801366806
b'GALEX 2419877895673488370',08 06 27.336,+46 18 29.52,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_152.jpg,3.708358417497948e-05
b'USNO-A2.0 1350-07347418',08 17 33.022,+46 29 47.04,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_153.jpg,0.0003399832348804921
b'USNO-A2.0 1350-07390528',08 27 38.071,+45 10 25.39,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_154.jpg,0.9887019395828247
b'USNO-A2.0 1350-07335179',08 14 40.855,+46 07 49.01,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_155.jpg,1.834600873995562e-11
b'GALEX 2484898615293644206',08 13 03.212,+45 48 29.57,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P',./Images/QuasarCandidate_156.jpg,0.915275514125824
b'USNO-A2.0 1350-07377610',08 24 28.406,+46 14 09.92,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_157.jpg,0.05267563462257385
b'USNO-A2.0 1350-07391151',08 27 47.952,+45 11 04.13,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_158.jpg,7.515705722702104e-14
b'USNO-A2.0 1275-07172139',08 06 29.405,+44 36 24.26,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_159.jpg,3.850148498629746e-12
b'USNO-A2.0 1350-07299697',08 06 26.657,+45 12 45.86,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_160.jpg,0.9704084992408752
b'USNO-A2.0 1275-07189263',08 09 47.650,+44 27 59.76,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_161.jpg,1.5337041261564294e-13
b'USNO-A2.0 1350-07300458',08 06 36.818,+45 08 22.96,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_162.jpg,3.226166001013553e-09
b'USNO-A2.0 1275-07283108',08 28 31.898,+44 34 02.46,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_163.jpg,0.8852617144584656
b'USNO-A2.0 1350-07354497',08 19 14.114,+45 47 37.75,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_164.jpg,1.2338695398739219e-08
b'USNO-A2.0 1350-07312828',08 09 25.054,+45 32 43.48,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_165.jpg,3.736462250714112e-09
b'USNO-A2.0 1350-07342294',08 16 20.808,+46 19 46.31,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_166.jpg,0.001392852864228189
b'USNO-A2.0 1350-07347916',08 17 39.871,+46 03 00.18,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_167.jpg,0.8969215154647827
b'USNO-A2.0 1350-07322193',08 11 35.016,+45 16 04.62,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_168.jpg,1.2263977333670795e-10
b'USNO-A2.0 1350-07317382',08 10 28.457,+45 53 19.32,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_169.jpg,0.1293085813522339
b'USNO-A2.0 1350-07298906',08 06 16.534,+46 17 18.02,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_170.jpg,2.2016575229599766e-09
b'USNO-A2.0 1275-07277106',08 27 13.922,+44 25 56.10,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_171.jpg,0.9994992017745972
b'USNO-A2.0 1350-07336261',08 14 55.728,+45 30 41.69,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_172.jpg,7.724896136096504e-07
b'USNO-A2.0 1350-07336702',08 15 01.495,+45 33 48.82,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_173.jpg,1.6981635542201445e-10
b'USNO-A2.0 1350-07370987',08 22 59.556,+45 18 15.55,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_174.jpg,2.5656090656411834e-06
b'SDSS J080826.02+435652.1',08 08 26.023,+43 56 52.16,7.0,7.0,37.0,37.0,0.0,C,O,b'2012ApJS..203...21A',./Images/QuasarCandidate_175.jpg,0.047271549701690674
b'GALEX 2683523088748908098',08 23 40.072,+45 32 11.45,7.0,7.0,,,0.0,C,O,b'2014A&A...563A..54P',./Images/QuasarCandidate_176.jpg,0.860257625579834
b'USNO-A2.0 1350-07385966',08 26 28.982,+45 31 57.83,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_177.jpg,2.970091088627669e-07
b'USNO-A2.0 1350-07357587',08 19 57.420,+45 38 04.34,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_178.jpg,0.5648767948150635
b'USNO-A2.0 1275-07277186',08 27 14.938,+44 32 54.31,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_179.jpg,2.5836410715387483e-15
b'USNO-A2.0 1275-07191226',08 10 09.799,+44 21 44.17,7.0,7.0,,,0.0,D,,b'2007ApJ...664...53A',./Images/QuasarCandidate_180.jpg,0.009203351102769375
